date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source,orders_n,revenue_net,conversion_rate,AOV
2013-01-30,8596,6245,30451,0.00394,173.9,paid_search,39.0,779059.99,0.004536993950674732,19975.89717948718
2013-01-31,8915,6530,47230,0.00344,109.4,paid_search,37.0,578210.44,0.0041503084688726865,15627.309189189187
2013-02-01,15758,11220,63433,0.00409,116.7,organic_search,46.0,1092565.31,0.0029191521766721664,23751.419782608697
2013-02-02,15027,12295,56597,0.0039,208.2,email_campaign,10.0,432807.55,0.0006654688227856524,43280.755
2013-02-03,14372,10507,72606,0.0043,215.7,social_media,26.0,686100.06,0.0018090731978847759,26388.46384615385
2013-02-04,15623,12726,62972,0.00524,194.6,organic_search,46.0,1032476.72,0.002944376880240671,22445.14608695652
2013-02-05,14177,11064,62917,0.00429,138.2,social_media,27.0,829050.45,0.001904493193200254,30705.57222222222
2013-02-06,14103,10525,66736,0.00367,286.6,referral,6.0,281988.42000000004,0.00042544139544777704,46998.07000000001
2013-02-07,14761,10967,66344,0.005,190.5,paid_search,26.0,627713.9,0.0017613982792493734,24142.84230769231
2013-02-08,14467,10993,59452,0.00549,227.1,social_media,13.0,328711.17000000004,0.0008985968065251952,25285.474615384617
2013-02-09,14578,10995,47223,0.00548,237.0,social_media,25.0,522250.09,0.0017149128824255728,20890.0036
2013-02-10,16602,12760,61322,0.00387,199.5,organic_search,34.0,741170.33,0.002047946030598723,21799.127352941174
2013-02-11,15063,11080,60064,0.00526,223.3,paid_search,36.0,687508.86,0.0023899621589324837,19097.468333333334
2013-02-12,15368,11408,65858,0.00363,162.4,social_media,36.0,858092.9199999999,0.002342529932326913,23835.914444444443
2013-02-13,13346,9812,50414,0.0047,193.8,social_media,24.0,666607.3,0.0017982916229581896,27775.30416666667
2013-02-14,17180,13040,85934,0.00387,254.4,paid_search,27.0,624855.76,0.0015715948777648427,23142.805925925928
2013-02-15,13633,10416,74873,0.00565,238.7,paid_search,26.0,765764.22,0.0019071370938164747,29452.469999999998
2013-02-16,15360,12159,73050,0.00487,203.7,direct,9.0,160792.47,0.0005859375,17865.83
2013-02-17,14662,10421,77351,0.00468,314.8,organic_search,46.0,934332.8200000001,0.003137361887873414,20311.583043478262
2013-02-18,13304,9946,43820,0.00573,140.6,organic_search,53.0,1277849.77,0.003983764281419122,24110.373018867926
2013-02-19,16231,11522,82447,0.00365,173.8,paid_search,33.0,815063.94,0.0020331464481547655,24698.907272727272
2013-02-20,14347,11037,75545,0.00396,224.8,paid_search,29.0,510689.5,0.0020213285007318602,17609.98275862069
2013-02-21,14194,11525,54818,0.00546,118.2,organic_search,43.0,1014228.34,0.0030294490629843595,23586.70558139535
2013-02-22,15750,12758,61771,0.00439,239.1,organic_search,44.0,929303.47,0.0027936507936507935,21120.53340909091
2013-02-23,14540,11603,61974,0.00358,189.1,organic_search,50.0,1124428.43,0.0034387895460797797,22488.5686
2013-02-24,13758,9915,63623,0.00527,147.8,organic_search,80.0,1698198.85,0.005814798662596307,21227.485625
2013-02-25,13676,10852,72244,0.00518,177.9,paid_search,93.0,2162156.25,0.006800233986545774,23248.99193548387
2013-02-26,15824,11642,60025,0.00333,169.9,social_media,62.0,957344.63,0.003918099089989888,15441.042419354839
2013-02-27,15908,11989,72791,0.00323,290.3,direct,22.0,420402.64,0.0013829519738496354,19109.21090909091
2013-02-28,15284,11512,56308,0.00441,286.2,email_campaign,27.0,605608.65,0.001766553258309343,22429.95
2013-03-01,20573,15216,82066,0.0047,125.7,organic_search,36.0,652905.77,0.0017498663296553736,18136.27138888889
2013-03-02,18275,14004,64834,0.00437,161.4,organic_search,2.0,89310.22,0.0001094391244870041,44655.11
2013-03-03,19075,15498,69465,0.00346,286.8,paid_search,12.0,564280.74,0.0006290956749672346,47023.395
2013-03-04,21760,16400,112923,0.00459,204.5,organic_search,19.0,499040.69,0.0008731617647058824,26265.299473684212
2013-03-05,21169,15161,90533,0.00389,283.0,paid_search,16.0,447204.16,0.000755822192829137,27950.26
2013-03-06,19422,13780,66932,0.00558,143.8,paid_search,19.0,602538.87,0.000978272062609412,31712.572105263156
2013-03-07,20205,14897,74215,0.00534,308.2,referral,14.0,317488.05,0.0006928977975748577,22677.717857142856
2013-03-08,21327,17243,72483,0.00557,127.9,paid_search,32.0,928266.33,0.0015004454447414075,29008.3228125
2013-03-09,20046,15758,91235,0.00377,314.3,referral,8.0,333046.0,0.00039908211114436795,41630.75
2013-03-10,19505,15320,104073,0.00354,185.0,organic_search,32.0,879879.76,0.0016406049730838246,27496.2425
2013-03-11,21480,15406,115544,0.00419,296.4,direct,14.0,275517.55,0.0006517690875232774,19679.825
2013-03-12,16857,13571,82314,0.00395,179.0,referral,9.0,243997.71,0.0005339028296849973,27110.856666666667
2013-03-13,23166,18652,76524,0.00413,287.0,organic_search,49.0,1189406.49,0.0021151687818354485,24273.601836734695
2013-03-14,18997,14391,77150,0.0056,129.7,paid_search,51.0,1491576.11,0.002684634415960415,29246.590392156864
2013-03-15,20137,15797,106673,0.00347,171.3,referral,20.0,376357.73,0.0009931966032676169,18817.8865
2013-03-16,20761,16647,90756,0.00464,254.5,paid_search,35.0,1225171.74,0.0016858532825971774,35004.90685714286
2013-03-17,17101,12496,79841,0.00344,161.6,paid_search,34.0,677610.0700000001,0.001988187825273376,19929.70794117647
2013-03-18,22860,18012,120159,0.00396,174.6,social_media,27.0,799983.5700000001,0.0011811023622047244,29629.021111111113
2013-03-19,17631,14247,85400,0.00525,214.5,direct,19.0,341939.55,0.0010776473257330837,17996.81842105263
2013-03-20,21762,16804,116234,0.00568,202.2,social_media,49.0,905424.49,0.0022516312838893483,18478.05081632653
2013-03-21,22061,17031,119803,0.00578,171.4,organic_search,101.0,2016790.16,0.00457821494945832,19968.219405940592
2013-03-22,20729,16912,71130,0.00372,195.9,paid_search,66.0,1211243.28,0.003183945197549327,18352.17090909091
2013-03-23,21609,15589,92824,0.00402,223.6,social_media,43.0,958131.49,0.0019899116109028643,22282.127674418603
2013-03-24,20504,16771,96571,0.00439,234.1,organic_search,71.0,1364665.91,0.0034627389777604368,19220.646619718307
2013-03-25,16659,12105,60697,0.00368,189.0,organic_search,61.0,1092889.29,0.003661684374812414,17916.21786885246
2013-03-26,20555,16341,109308,0.00577,242.7,social_media,51.0,950413.24,0.0024811481391388956,18635.553725490197
2013-03-27,16879,12285,56985,0.00543,115.8,paid_search,63.0,1344263.57,0.0037324486047751646,21337.516984126985
2013-03-28,18569,14393,98414,0.00334,221.0,paid_search,74.0,1256498.02,0.003985136517852334,16979.702972972973
2013-03-29,19856,14231,93944,0.00555,218.4,social_media,74.0,1666217.95,0.003726833199033038,22516.458783783783
2013-03-30,21034,15942,82344,0.00472,169.5,social_media,95.0,1896509.48,0.004516497099933441,19963.257684210526
2013-03-31,21610,16402,74076,0.00408,188.6,organic_search,146.0,2601983.52,0.006756131420638593,17821.80493150685
2013-04-01,24812,17641,117628,0.00551,178.5,social_media,108.0,1734244.34,0.004352732548766725,16057.817962962963
2013-04-02,26607,19633,99501,0.00523,246.4,organic_search,113.0,1807751.52,0.004247002668470703,15997.801061946902
2013-04-03,26624,19598,107204,0.00518,275.2,organic_search,113.0,2088117.48,0.004244290865384615,18478.91575221239
2013-04-04,21608,16833,111095,0.00536,192.1,social_media,32.0,627621.46,0.001480932987782303,19613.170625
2013-04-05,32435,24802,158360,0.00421,269.6,organic_search,38.0,794645.15,0.001171573917064899,20911.714473684213
2013-04-06,32500,24533,108393,0.00473,156.1,social_media,28.0,486555.52,0.0008615384615384615,17376.98285714286
2013-04-07,27260,21972,126098,0.00463,109.8,paid_search,45.0,716457.74,0.0016507703595011005,15921.283111111112
2013-04-08,30848,21771,155647,0.00484,119.5,social_media,43.0,999587.54,0.0013939315352697096,23246.221860465117
2013-04-09,25156,17669,137296,0.0034,312.2,organic_search,58.0,1064040.25,0.002305612975035777,18345.521551724138
2013-04-10,29194,23157,116383,0.00481,293.9,social_media,58.0,1197658.34,0.0019867095978625747,20649.28172413793
2013-04-11,29054,21204,96574,0.00493,251.0,organic_search,65.0,1257844.26,0.00223721346458319,19351.450153846155
2013-04-12,24892,19582,95949,0.00454,168.3,direct,8.0,248777.32,0.0003213883978788366,31097.165
2013-04-13,27517,21818,149988,0.00399,156.1,paid_search,48.0,841090.01,0.0017443762038012866,17522.708541666667
2013-04-14,23814,16876,78359,0.00341,252.7,referral,17.0,313289.9,0.0007138657932308726,18428.817647058826
2013-04-15,30902,22373,159594,0.0049,197.6,organic_search,61.0,1150607.26,0.0019739822665199662,18862.414098360656
2013-04-16,27551,21877,99161,0.00504,239.0,email_campaign,37.0,972378.94,0.0013429639577510798,26280.51189189189
2013-04-17,29585,21004,94904,0.00452,105.9,social_media,69.0,1637250.07,0.0023322629711002196,23728.26188405797
2013-04-18,24098,19494,113622,0.0055,206.2,paid_search,67.0,1765612.1300000001,0.0027803137189808284,26352.41985074627
2013-04-19,27256,21981,90395,0.00392,109.1,paid_search,38.0,1177744.3,0.0013941884355738185,30993.27105263158
2013-04-20,21636,15934,90602,0.00495,204.7,referral,23.0,529035.77,0.0010630430763542244,23001.555217391306
2013-04-21,24267,19025,133036,0.00363,309.0,email_campaign,29.0,647147.85,0.0011950385296905263,22315.443103448277
2013-04-22,28085,22427,141532,0.00488,302.2,email_campaign,35.0,897293.25,0.001246216841730461,25636.95
2013-04-23,27068,19210,88898,0.00466,227.3,paid_search,72.0,1711829.36,0.0026599674892862422,23775.40777777778
2013-04-24,33819,25856,134590,0.00461,110.1,organic_search,122.0,2573600.07,0.0036074396049557943,21095.082540983603
2013-04-25,25153,20499,119550,0.00575,207.3,direct,25.0,572719.03,0.000993917226573371,22908.7612
2013-04-26,25454,18300,131458,0.00556,204.8,social_media,50.0,1032312.05,0.001964327807024436,20646.241
2013-04-27,23854,17383,104436,0.00467,203.7,email_campaign,36.0,1025911.1,0.001509180850171879,28497.530555555553
2013-04-28,26593,20990,92764,0.00388,199.8,organic_search,99.0,2616879.87,0.0037227841913285453,26433.13
2013-04-29,30100,21412,127202,0.00508,142.8,direct,49.0,1213471.21,0.0016279069767441861,24764.71857142857
2013-04-30,26638,20421,114824,0.00385,250.7,referral,48.0,1057871.28,0.0018019370823635409,22038.985
2013-05-01,25484,20167,121645,0.00389,319.7,direct,44.0,1079759.34,0.0017265735363365248,24539.985
2013-05-02,27523,21551,148318,0.00521,270.6,paid_search,113.0,2280161.17,0.004105657086800131,20178.417433628318
2013-05-03,27201,20147,109468,0.00408,186.8,email_campaign,46.0,791333.8200000001,0.0016911142972684827,17202.909130434786
2013-05-04,26616,18955,87588,0.00566,226.5,organic_search,31.0,963111.84,0.0011647129546137661,31068.123870967742
2013-05-05,26820,19885,116224,0.00383,209.1,email_campaign,15.0,332750.45,0.0005592841163310962,22183.363333333335
2013-05-06,24933,19563,109347,0.00459,111.7,social_media,38.0,792443.36,0.0015240845465848475,20853.772631578948
2013-05-07,28589,21318,147402,0.00555,197.7,organic_search,47.0,1182888.78,0.0016439889467977193,25167.846382978725
2013-05-08,28654,20921,130897,0.00408,302.5,organic_search,59.0,1411376.85,0.0020590493473860542,23921.64152542373
2013-05-09,26771,19690,142781,0.00509,182.8,paid_search,57.0,1634851.54,0.0021291696238466998,28681.60596491228
2013-05-10,26830,19447,124787,0.00391,153.5,organic_search,51.0,1209175.18,0.001900857249347745,23709.31725490196
2013-05-11,28668,21307,137833,0.00495,215.2,paid_search,30.0,617687.12,0.0010464629552113854,20589.570666666667
2013-05-12,27438,22374,128020,0.00428,301.0,social_media,41.0,816387.22,0.00149427800860121,19911.883414634147
2013-05-13,26357,19629,90559,0.00574,131.4,paid_search,38.0,962727.21,0.0014417422316652124,25334.92657894737
2013-05-14,26056,20140,115695,0.00322,116.0,social_media,40.0,825618.89,0.0015351550506601166,20640.47225
2013-05-15,29084,22687,146585,0.00436,188.5,direct,21.0,553442.99,0.0007220464860404346,26354.428095238094
2013-05-16,26638,19759,113183,0.00522,314.0,referral,36.0,945729.96,0.0013514528117726556,26270.276666666665
2013-05-17,24122,18498,132379,0.00353,308.1,organic_search,69.0,1996372.53,0.0028604593317303707,28932.935217391303
2013-05-18,23202,17262,103657,0.00445,270.5,email_campaign,23.0,625104.68,0.0009912938539781053,27178.464347826088
2013-05-19,25148,20307,89419,0.00518,105.8,social_media,44.0,1303041.71,0.0017496421186575474,29614.584318181816
2013-05-20,23328,18639,95417,0.00444,116.7,organic_search,75.0,1671765.3199999998,0.0032150205761316874,22290.204266666664
2013-05-21,28407,22048,108703,0.00491,277.6,referral,19.0,582148.6699999999,0.0006688492273031296,30639.403684210523
2013-05-22,25706,19005,88509,0.00537,198.2,social_media,56.0,1011425.73,0.002178479732358204,18061.173749999998
2013-05-23,22398,17580,109248,0.00403,121.3,email_campaign,55.0,1234270.01,0.002455576390749174,22441.27290909091
2013-05-24,25714,20338,120745,0.00445,116.7,social_media,62.0,1391771.15,0.0024111379015322393,22447.921774193546
2013-05-25,26078,21237,92476,0.00385,141.3,paid_search,47.0,960204.07,0.0018022854513382927,20429.873829787233
2013-05-26,29842,21470,103585,0.00491,317.6,organic_search,36.0,586155.73,0.0012063534615642383,16282.10361111111
2013-05-27,25522,20808,123734,0.005,267.2,social_media,36.0,816455.7,0.0014105477627145207,22679.324999999997
2013-05-28,25369,18149,102736,0.00391,253.4,paid_search,45.0,1050034.78,0.0017738184398281367,23334.106222222224
2013-05-29,23853,18613,85854,0.00337,120.5,referral,32.0,609918.61,0.001341550329099065,19059.9565625
2013-05-30,27287,20624,123833,0.00446,173.2,organic_search,158.0,3893157.79,0.005790303074724228,24640.23917721519
2013-05-31,26902,19521,103623,0.00321,257.9,social_media,108.0,2793305.86,0.00401457140733031,25863.943148148148
2013-06-01,25458,18115,131842,0.00372,186.4,organic_search,163.0,3868786.53,0.006402702490376306,23734.886687116563
2013-06-02,23735,17119,76080,0.00346,260.9,organic_search,141.0,3345510.67,0.005940594059405941,23727.026028368793
2013-06-03,25536,19209,97821,0.00537,174.4,direct,45.0,891244.13,0.0017622180451127819,19805.42511111111
2013-06-04,27334,19831,110854,0.00401,310.6,organic_search,54.0,1188310.91,0.0019755615716689837,22005.757592592592
2013-06-05,28445,21988,137505,0.0039,209.5,social_media,55.0,1397112.89,0.0019335559852346634,25402.052545454542
2013-06-06,26397,18897,125873,0.00512,154.8,social_media,36.0,1036877.57,0.0013637913399249914,28802.15472222222
2013-06-07,26823,18932,134357,0.00399,224.4,email_campaign,26.0,416502.81,0.0009693173768780525,16019.338846153845
2013-06-08,27553,21069,147243,0.00562,207.9,paid_search,37.0,811373.9,0.0013428664755199072,21929.024324324324
2013-06-09,24891,19205,125165,0.00507,280.4,social_media,41.0,884323.49,0.0016471817122654775,21568.865609756096
2013-06-10,28861,23567,100856,0.00478,231.8,organic_search,44.0,1088206.52,0.0015245486989362807,24731.966363636366
2013-06-11,23368,17790,126304,0.00561,172.9,organic_search,69.0,1590638.3,0.002952755905511811,23052.72898550725
2013-06-12,25933,21079,127206,0.00527,116.5,paid_search,62.0,1293390.97,0.0023907762310569547,20861.144677419354
2013-06-13,27752,19777,151236,0.00347,106.4,organic_search,78.0,2137118.27,0.0028106082444508502,27398.95217948718
2013-06-14,27755,21197,126500,0.00556,219.8,email_campaign,27.0,639060.39,0.0009727976941091695,23668.903333333335
2013-06-15,26928,21083,98828,0.00495,269.9,organic_search,58.0,1763490.76,0.0021538918597742126,30405.013103448277
2013-06-16,26115,18984,119810,0.00417,313.2,paid_search,50.0,1403155.94,0.0019146084625694046,28063.1188
2013-06-17,28092,21312,92163,0.00378,152.1,organic_search,77.0,1990134.2,0.00274099387726043,25845.8987012987
2013-06-18,25085,19903,133701,0.00478,191.8,social_media,70.0,1918110.58,0.0027905122583217062,27401.579714285715
2013-06-19,28632,23372,112269,0.00514,130.0,social_media,65.0,1330822.14,0.0022701872031293657,20474.186769230768
2013-06-20,25557,20425,116849,0.00534,122.0,paid_search,66.0,1679467.82,0.002582462730367414,25446.48212121212
2013-06-21,29053,21451,103139,0.00566,139.1,email_campaign,18.0,451081.69,0.0006195573606856434,25060.09388888889
2013-06-22,26367,21250,113536,0.00407,255.4,paid_search,37.0,826394.51,0.0014032692380627299,22334.986756756756
2013-06-23,27355,21580,146783,0.00397,253.1,organic_search,59.0,1533884.62,0.0021568269055017362,25998.044406779663
2013-06-24,26497,21120,97404,0.00364,178.5,paid_search,60.0,1145714.58,0.002264407291391478,19095.243000000002
2013-06-25,29694,21606,125033,0.00538,177.8,paid_search,77.0,1441219.11,0.002593116454502593,18717.1312987013
2013-06-26,27207,20220,127226,0.00399,190.0,direct,42.0,563121.79,0.0015437203660822582,13407.661666666667
2013-06-27,26545,20261,100022,0.00427,186.3,paid_search,86.0,1531318.28,0.00323978150310793,17806.026511627908
2013-06-28,23891,17776,91798,0.00447,121.5,social_media,61.0,1132508.65,0.0025532627349211,18565.71557377049
2013-06-29,28947,21255,158795,0.00327,305.7,organic_search,148.0,2443112.5100000002,0.005112792344629841,16507.516959459463
2013-06-30,26808,20585,139193,0.0058,210.3,organic_search,108.0,1649829.35,0.0040286481647269475,15276.197685185187
2013-07-01,20717,14990,103616,0.00537,166.5,referral,33.0,586569.42,0.0015928947241395956,17774.83090909091
2013-07-02,22158,16944,96216,0.00543,318.6,paid_search,62.0,1279308.36,0.002798086469898005,20634.005806451616
2013-07-03,20624,16244,90498,0.00532,317.6,direct,30.0,367623.82,0.0014546159813809154,12254.127333333334
2013-07-04,20224,15518,96547,0.00434,133.9,paid_search,17.0,500209.62,0.0008405854430379747,29424.095294117647
2013-07-05,22308,16026,110365,0.00435,162.3,paid_search,25.0,471933.08,0.0011206741975972746,18877.3232
2013-07-06,19852,14493,104084,0.00367,171.3,paid_search,23.0,547783.38,0.001158573443481765,23816.668695652173
2013-07-07,19573,15181,74366,0.00554,219.4,paid_search,23.0,481621.3,0.0011750881316098707,20940.05652173913
2013-07-08,18865,14238,78747,0.00327,160.0,organic_search,29.0,485031.95,0.0015372382719321496,16725.239655172416
2013-07-09,22779,18244,96006,0.00444,299.1,organic_search,54.0,828106.96,0.002370604504148558,15335.314074074073
2013-07-10,22911,17844,91089,0.00504,214.5,organic_search,54.0,842427.84,0.0023569464449391124,15600.515555555556
2013-07-11,22159,15665,121194,0.00486,156.7,email_campaign,39.0,749947.2999999999,0.0017600072205424433,19229.417948717946
2013-07-12,21395,17049,79697,0.0046,106.4,referral,28.0,450517.31,0.001308716989950923,16089.903928571428
2013-07-13,20990,16293,82169,0.00342,184.3,social_media,33.0,468927.0,0.001572177227251072,14209.90909090909
2013-07-14,19989,14732,82309,0.00387,208.7,paid_search,46.0,707864.65,0.002301265696132873,15388.36195652174
2013-07-15,18587,13497,84767,0.00407,199.4,social_media,52.0,828555.33,0.002797654274492925,15933.756346153845
2013-07-16,19711,16037,88626,0.00484,256.8,referral,23.0,384559.61,0.0011668611435239206,16719.98304347826
2013-07-17,19882,14587,66793,0.00416,180.4,organic_search,73.0,1165840.59,0.0036716628105824363,15970.41904109589
2013-07-18,19517,13750,66929,0.00401,219.2,organic_search,88.0,1341382.71,0.0045088896859148435,15242.98534090909
2013-07-19,21059,16557,96682,0.00435,183.6,social_media,53.0,908775.25,0.0025167386865473196,17146.70283018868
2013-07-20,21432,15474,75600,0.00475,172.1,social_media,44.0,784718.9,0.002053004852556924,17834.520454545454
2013-07-21,22930,16061,97731,0.00555,187.7,organic_search,47.0,1159545.45,0.0020497165285651986,24671.179787234043
2013-07-22,19228,13486,71073,0.00429,107.5,organic_search,58.0,1450344.28,0.003016434366548783,25005.935862068967
2013-07-23,20992,16978,97061,0.00414,201.3,social_media,41.0,1030245.0499999999,0.001953125,25127.928048780486
2013-07-24,23873,18037,83203,0.00565,202.2,email_campaign,41.0,1282622.53,0.001717421354668454,31283.476341463414
2013-07-25,24318,18975,100129,0.00497,186.2,direct,18.0,333747.27,0.0007401924500370096,18541.515
2013-07-26,20769,14594,72595,0.00562,249.5,direct,7.0,154159.45,0.0003370407819346141,22022.778571428575
2013-07-27,18198,12889,70117,0.00462,279.9,social_media,31.0,810839.46,0.0017034838993295967,26156.111612903223
2013-07-28,25026,18160,120386,0.00397,136.1,paid_search,50.0,1206995.27,0.0019979221609526094,24139.9054
2013-07-29,20760,15605,109067,0.0045,211.4,email_campaign,34.0,1045142.9500000001,0.0016377649325626203,30739.498529411765
2013-07-30,22570,17674,74423,0.00426,112.1,organic_search,97.0,2364027.66,0.0042977403633141335,24371.41917525773
2013-07-31,21645,16539,81092,0.00565,219.7,organic_search,162.0,3311846.29,0.007484407484407485,20443.495617283952
2013-08-01,23532,17995,95876,0.004,186.4,paid_search,119.0,2215244.55,0.005056943736189019,18615.500420168064
2013-08-02,22089,17760,76290,0.00367,144.5,organic_search,123.0,1787131.8900000001,0.005568382452804563,14529.52756097561
2013-08-03,19760,15958,85952,0.0044,205.7,referral,32.0,412575.33,0.0016194331983805667,12892.9790625
2013-08-04,22135,16046,73001,0.00542,158.4,social_media,56.0,828235.57,0.0025299299751524733,14789.920892857142
2013-08-05,25518,20607,95149,0.00565,188.0,paid_search,31.0,516783.86,0.001214828748334509,16670.447096774195
2013-08-06,21270,15427,110319,0.00402,315.4,organic_search,31.0,465377.96,0.001457451810061119,15012.192258064517
2013-08-07,21729,17596,106146,0.00321,193.3,paid_search,33.0,495784.11,0.0015187077177964933,15023.760909090908
2013-08-08,25048,20133,88852,0.00572,312.2,organic_search,68.0,1070808.81,0.0027147876077930374,15747.188382352942
2013-08-09,21871,16990,105802,0.00368,317.0,organic_search,41.0,635274.03,0.0018746285034977825,15494.488536585366
2013-08-10,22931,17591,107729,0.00561,223.1,referral,12.0,180558.31,0.0005233090576076054,15046.525833333333
2013-08-11,20544,15209,90834,0.00475,235.5,social_media,29.0,315242.75,0.0014116043613707165,10870.439655172413
2013-08-12,24576,17742,103910,0.00536,219.8,direct,11.0,195029.91999999998,0.0004475911458333333,17729.992727272725
2013-08-13,19843,14706,70310,0.00566,283.4,organic_search,60.0,767556.9299999999,0.0030237363301920074,12792.615499999998
2013-08-14,23377,16422,106286,0.00503,244.7,social_media,40.0,515375.29000000004,0.001711083543654019,12884.38225
2013-08-15,24562,17671,104078,0.00479,110.5,social_media,44.0,617314.62,0.001791385066362674,14029.877727272727
2013-08-16,21594,15178,70937,0.0042,127.9,paid_search,55.0,805482.68,0.002547003797351116,14645.139636363638
2013-08-17,25258,19092,110262,0.0049,127.6,organic_search,57.0,799298.6900000001,0.00225671074511046,14022.78403508772
2013-08-18,24646,19117,120067,0.00336,285.5,social_media,30.0,401603.15,0.0012172360626470826,13386.771666666667
2013-08-19,23836,16878,127242,0.00558,162.3,direct,11.0,216195.90000000002,0.0004614868266487666,19654.17272727273
2013-08-20,23145,16573,76874,0.00421,177.2,email_campaign,24.0,395877.02999999997,0.0010369410239792613,16494.876249999998
2013-08-21,22174,17667,88785,0.00393,127.8,organic_search,50.0,610092.18,0.0022548931180662035,12201.8436
2013-08-22,20674,16052,88395,0.00368,108.9,paid_search,53.0,669158.01,0.0025636064622230822,12625.622830188679
2013-08-23,21969,16007,73448,0.00484,146.4,direct,17.0,226762.04,0.0007738176521462061,13338.943529411765
2013-08-24,22020,16468,117994,0.0054,253.3,organic_search,48.0,692838.44,0.0021798365122615805,14434.134166666665
2013-08-25,23027,18302,124556,0.00326,316.9,social_media,34.0,516940.19,0.0014765275546098058,15204.123235294117
2013-08-26,23617,17269,78791,0.00429,183.7,paid_search,47.0,760108.4,0.0019900918829656605,16172.519148936171
2013-08-27,23901,18422,99962,0.00322,233.3,email_campaign,24.0,271420.07,0.001004142086105184,11309.169583333334
2013-08-28,21366,17094,107444,0.00472,134.2,referral,35.0,521607.77,0.001638116633904334,14903.079142857143
2013-08-29,23147,16818,83676,0.00408,183.8,organic_search,121.0,1804929.93,0.005227459281980386,14916.776280991735
2013-08-30,26500,20681,114458,0.00412,231.9,organic_search,94.0,1340180.85,0.0035471698113207547,14257.243085106384
2013-08-31,23963,18130,80783,0.00437,274.4,social_media,88.0,1388820.81,0.003672328172599424,15782.054659090909
2013-09-01,17091,12233,74574,0.00518,106.8,referral,37.0,485329.88,0.0021648821016909485,13117.023783783783
2013-09-02,15376,12350,50005,0.00401,157.3,organic_search,75.0,1289022.46,0.004877731529656607,17186.96613333333
