date,Revenue,COGS,orders_n,mobile_orders,order_success_rate,items_n,qty_sold,premium_qty,total_discount_amount,total_lines,premium_ratio,gross_profit,discount_rate,avg_item_price,day_of_week,is_weekend,month
2012-08-07,2240253.44,1781265.84,93,39,0.7311827956989247,104,471,11,0.0,104,0.02335456475583864,458987.59999999986,0.0,4756.376730360934,Tuesday,0,8
2012-08-08,2617553.36,1997006.42,129,63,0.7674418604651163,145,621,38,0.0,145,0.061191626409017714,620546.94,0.0,4215.061771336554,Wednesday,0,8
2012-08-09,4478691.52,3621672.71,156,71,0.8397435897435898,171,822,35,0.0,171,0.04257907542579075,857018.8099999996,0.0,5448.529829683698,Thursday,0,8
2012-08-10,3412496.65,2699279.56,158,87,0.7911392405063291,171,757,25,0.0,171,0.03302509907529723,713217.0899999999,0.0,4507.921598414795,Friday,0,8
2012-08-11,2732604.35,2168668.05,110,39,0.7545454545454545,124,577,0,0.0,124,0.0,563936.3000000003,0.0,4735.882755632582,Saturday,1,8
2012-08-12,3388181.83,2654275.25,138,66,0.8043478260869565,160,689,11,0.0,160,0.015965166908563134,733906.5800000001,0.0,4917.535312046444,Sunday,1,8
2012-08-13,3928170.01,3189564.96,153,67,0.8496732026143791,170,765,49,0.0,170,0.06405228758169934,738605.0499999998,0.0,5134.862758169935,Monday,0,8
2012-08-14,4033912.16,3258198.58,151,68,0.8013245033112583,171,765,25,0.0,171,0.032679738562091505,775713.5800000001,0.0,5273.087790849673,Tuesday,0,8
2012-08-15,3780293.26,2886923.59,162,79,0.7962962962962963,179,828,51,0.0,179,0.06159420289855073,893369.6699999999,0.0,4565.571570048309,Wednesday,0,8
2012-08-16,5249978.18,4222455.97,212,103,0.7783018867924528,242,1153,49,0.0,242,0.042497831743278404,1027522.21,0.0,4553.320190806591,Thursday,0,8
2012-08-17,4089284.05,3238908.92,158,78,0.8481012658227848,173,768,18,0.0,173,0.0234375,850375.1299999999,0.0,5324.588606770833,Friday,0,8
2012-08-18,3450015.71,2808916.94,135,71,0.8296296296296296,146,640,13,0.0,146,0.0203125,641098.77,0.0,5390.649546875,Saturday,1,8
2012-08-19,3904300.93,3006801.4,158,66,0.8481012658227848,181,865,39,0.0,181,0.04508670520231214,897499.5300000003,0.0,4513.642693641618,Sunday,1,8
2012-08-20,3541027.32,2827038.81,158,67,0.7784810126582279,180,796,44,0.0,180,0.05527638190954774,713988.5099999998,0.0,4448.526783919598,Monday,0,8
2012-08-21,4147483.23,3364364.64,172,75,0.7674418604651163,188,851,61,0.0,188,0.07168037602820211,783118.5899999999,0.0,4873.658319623972,Tuesday,0,8
2012-08-22,4597682.81,3562468.33,185,86,0.8,200,925,43,0.0,200,0.046486486486486484,1035214.4799999995,0.0,4970.467902702702,Wednesday,0,8
2012-08-23,5478869.55,4195738.04,231,93,0.8008658008658008,257,1107,29,0.0,257,0.026196928635953028,1283131.5099999998,0.0,4949.294986449864,Thursday,0,8
2012-08-24,4637850.57,3632210.67,196,91,0.8112244897959183,217,973,35,0.0,217,0.03597122302158273,1005639.9000000004,0.0,4766.547348406989,Friday,0,8
2012-08-25,3589566.28,2784342.75,141,66,0.8085106382978723,157,701,28,0.0,157,0.039942938659058486,805223.5299999998,0.0,5120.636633380884,Saturday,1,8
2012-08-26,4280204.53,3476942.48,164,73,0.823170731707317,181,842,41,0.0,181,0.048693586698337295,803262.0500000003,0.0,5083.3783016627085,Sunday,1,8
2012-08-27,3038895.84,2365260.68,137,61,0.7737226277372263,153,632,18,0.0,153,0.028481012658227847,673635.1599999997,0.0,4808.3794936708855,Monday,0,8
2012-08-28,9508676.62,7439851.59,391,170,0.8081841432225064,448,2016,101,0.0,448,0.05009920634920635,2068825.0299999993,0.0,4716.605466269841,Tuesday,0,8
2012-08-29,9260558.32,7336294.54,382,181,0.774869109947644,441,2026,60,0.0,441,0.029615004935834157,1924263.7800000003,0.0,4570.858005923001,Wednesday,0,8
2012-08-30,10086534.1,7950911.72,403,185,0.7990074441687345,454,2057,95,0.0,454,0.04618376276130287,2135622.38,0.0,4903.516820612543,Thursday,0,8
2012-08-31,9104678.52,7277460.12,393,190,0.7760814249363868,451,1992,125,0.0,451,0.06275100401606426,1827218.3999999994,0.0,4570.621746987951,Friday,0,8
2012-09-01,8560208.92,6738335.17,341,146,0.7888563049853372,390,1829,80,0.0,390,0.04373974849644614,1821873.75,0.0,4680.267315472936,Saturday,1,9
2012-09-02,2587099.44,1946097.28,106,38,0.8207547169811321,114,495,22,0.0,114,0.044444444444444446,641002.1599999999,0.0,5226.463515151515,Sunday,1,9
2012-09-03,3865505.01,3063431.08,147,65,0.8027210884353742,166,752,47,0.0,166,0.0625,802073.9299999997,0.0,5140.299215425532,Monday,0,9
2012-09-04,3645749.44,2876968.79,147,68,0.8639455782312925,167,672,33,0.0,167,0.049107142857142856,768780.6499999999,0.0,5425.222380952381,Tuesday,0,9
2012-09-05,2398185.51,1966376.48,87,37,0.7586206896551724,97,438,29,0.0,97,0.06621004566210045,431809.0299999998,0.0,5475.309383561644,Wednesday,0,9
2012-09-06,2858227.37,2147909.96,119,59,0.7815126050420168,137,636,13,0.0,137,0.020440251572327043,710317.4100000001,0.0,4494.0681918239,Thursday,0,9
2012-09-07,3282753.8,2580035.06,139,56,0.7338129496402878,152,675,25,0.0,152,0.037037037037037035,702718.7399999998,0.0,4863.338962962963,Friday,0,9
2012-09-08,3666204.89,2804001.32,130,70,0.8461538461538461,139,637,34,0.0,139,0.05337519623233909,862203.5700000003,0.0,5755.423689167975,Saturday,1,9
2012-09-09,4458501.42,3589475.8,170,67,0.8411764705882353,190,882,55,0.0,190,0.06235827664399093,869025.6200000001,0.0,5054.990272108844,Sunday,1,9
2012-09-10,4548962.79,3517300.88,186,85,0.8279569892473119,208,969,64,0.0,208,0.06604747162022703,1031661.9100000001,0.0,4694.492043343654,Monday,0,9
2012-09-11,4021565.55,3264364.41,129,57,0.8527131782945736,142,644,46,0.0,142,0.07142857142857142,757201.1399999997,0.0,6244.66700310559,Tuesday,0,9
2012-09-12,3335978.29,2673690.65,108,49,0.8888888888888888,120,598,27,0.0,120,0.0451505016722408,662287.6400000001,0.0,5578.559013377927,Wednesday,0,9
2012-09-13,2609609.29,2103806.97,116,48,0.7844827586206896,129,561,44,0.0,129,0.0784313725490196,505802.31999999983,0.0,4651.709964349377,Thursday,0,9
2012-09-14,3729228.43,2835412.27,136,64,0.7573529411764706,148,694,6,0.0,148,0.008645533141210375,893816.1600000001,0.0,5373.527997118156,Friday,0,9
2012-09-15,3605125.64,2849539.9,131,51,0.816793893129771,152,723,31,0.0,152,0.042876901798063624,755585.7400000002,0.0,4986.342517289074,Saturday,1,9
2012-09-16,4452012.44,3561492.95,174,81,0.7528735632183908,196,844,37,0.0,196,0.04383886255924171,890519.4900000002,0.0,5274.896255924171,Sunday,1,9
2012-09-17,4811788.67,3932069.23,206,101,0.8203883495145631,235,1027,73,0.0,235,0.07108081791626096,879719.44,0.0,4685.2859493670885,Monday,0,9
2012-09-18,5078878.07,4123200.89,181,77,0.8066298342541437,201,894,68,0.0,201,0.07606263982102908,955677.1800000002,0.0,5681.071666666667,Tuesday,0,9
2012-09-19,3680241.62,3014323.76,147,69,0.8027210884353742,164,790,35,0.0,164,0.04430379746835443,665917.8600000003,0.0,4658.533696202532,Wednesday,0,9
2012-09-20,3763143.75,3080273.62,159,64,0.8176100628930818,178,787,64,0.0,178,0.08132147395171538,682870.1299999999,0.0,4781.6311944091485,Thursday,0,9
2012-09-21,3943768.14,2978697.93,148,71,0.8108108108108109,161,745,32,0.0,161,0.042953020134228186,965070.21,0.0,5293.648510067114,Friday,0,9
2012-09-22,3872374.03,3011266.74,161,65,0.8322981366459627,186,799,46,0.0,186,0.057571964956195244,861107.2899999996,0.0,4846.525694618273,Saturday,1,9
2012-09-23,4118299.54,3294951.2,178,83,0.8146067415730337,195,838,69,0.0,195,0.08233890214797136,823348.3399999999,0.0,4914.438591885441,Sunday,1,9
2012-09-24,5733263.53,4585762.62,244,129,0.75,271,1139,85,0.0,271,0.07462686567164178,1147500.9100000001,0.0,5033.5939683933275,Monday,0,9
2012-09-25,5639897.53,4502395.62,244,99,0.8237704918032787,274,1245,94,0.0,274,0.07550200803212852,1137501.9100000001,0.0,4530.0381767068275,Tuesday,0,9
2012-09-26,4592282.59,3670417.04,200,84,0.81,226,954,79,0.0,226,0.08280922431865828,921865.5499999998,0.0,4813.713406708595,Wednesday,0,9
2012-09-27,7556892.66,6017108.13,349,137,0.7965616045845272,399,1744,134,0.0,399,0.0768348623853211,1539784.5300000003,0.0,4333.080653669725,Thursday,0,9
2012-09-28,4892631.14,3884590.92,216,86,0.8148148148148148,241,1107,79,0.0,241,0.07136404697380307,1008040.2199999997,0.0,4419.720993676603,Friday,0,9
2012-09-29,5304374.46,4170120.63,224,100,0.7723214285714286,254,1186,60,0.0,254,0.050590219224283306,1134253.83,0.0,4472.491112984823,Saturday,1,9
2012-09-30,4694379.86,3812737.52,196,88,0.8163265306122449,225,1015,61,0.0,225,0.060098522167487685,881642.3400000003,0.0,4625.00478817734,Sunday,1,9
2012-10-01,4752532.1,3764447.04,205,101,0.824390243902439,229,1018,71,0.0,229,0.06974459724950884,988085.0599999996,0.0,4668.499115913555,Monday,0,10
2012-10-02,3233135.78,2566510.62,104,40,0.7596153846153846,112,499,55,0.0,112,0.11022044088176353,666625.1599999997,0.0,6479.23002004008,Tuesday,0,10
2012-10-03,3515132.03,2762823.63,108,41,0.7314814814814815,114,510,14,0.0,114,0.027450980392156862,752308.3999999999,0.0,6892.415745098039,Wednesday,0,10
2012-10-04,2398137.74,1902425.74,77,33,0.7402597402597403,85,371,8,0.0,85,0.0215633423180593,495712.00000000023,0.0,6463.983126684637,Thursday,0,10
2012-10-05,2665953.06,2064899.19,101,39,0.7425742574257426,113,476,36,0.0,113,0.07563025210084033,601053.8700000001,0.0,5600.741722689076,Friday,0,10
2012-10-06,2205266.94,1755004.4,80,45,0.775,89,388,21,0.0,89,0.05412371134020619,450262.54000000004,0.0,5683.677680412371,Saturday,1,10
2012-10-07,3389598.07,2725469.75,110,46,0.8636363636363636,126,584,17,0.0,126,0.02910958904109589,664128.3199999998,0.0,5804.106284246575,Sunday,1,10
2012-10-08,4037039.45,3285493.04,142,72,0.8169014084507042,161,728,41,0.0,161,0.05631868131868132,751546.4100000001,0.0,5545.38385989011,Monday,0,10
2012-10-09,4298675.76,3472700.63,167,73,0.8083832335329342,189,820,31,0.0,189,0.03780487804878049,825975.1299999999,0.0,5242.287512195122,Tuesday,0,10
2012-10-10,3548716.67,2839202.59,131,53,0.816793893129771,147,698,62,0.0,147,0.08882521489971347,709514.0800000001,0.0,5084.121303724928,Wednesday,0,10
2012-10-11,3421490.39,2765374.16,109,52,0.8440366972477065,119,555,43,0.0,119,0.07747747747747748,656116.23,0.0,6164.8475495495495,Thursday,0,10
2012-10-12,2380119.87,1830898.15,94,44,0.8191489361702128,105,495,32,0.0,105,0.06464646464646465,549221.7200000002,0.0,4808.32296969697,Friday,0,10
2012-10-13,2798011.44,2256579.15,125,67,0.76,140,591,36,0.0,140,0.06091370558375635,541432.29,0.0,4734.367918781726,Saturday,1,10
2012-10-14,3055629.78,2516987.32,116,54,0.7758620689655172,138,616,48,0.0,138,0.07792207792207792,538642.46,0.0,4960.437954545454,Sunday,1,10
2012-10-15,3234517.3,2632811.8,140,53,0.7785714285714286,160,739,63,0.0,160,0.08525033829499323,601705.5,0.0,4376.884032476319,Monday,0,10
2012-10-16,3549298.21,2763325.25,152,74,0.8289473684210527,169,763,31,0.0,169,0.04062909567496723,785972.96,0.0,4651.766985583224,Tuesday,0,10
2012-10-17,3818048.0,3108682.75,134,57,0.7835820895522388,155,705,28,0.0,155,0.03971631205673759,709365.25,0.0,5415.670921985816,Wednesday,0,10
2012-10-18,2909728.89,2301277.14,109,42,0.7981651376146789,121,551,51,0.0,121,0.0925589836660617,608451.75,0.0,5280.814682395645,Thursday,0,10
2012-10-19,2877379.81,2352068.71,99,45,0.8383838383838383,115,499,25,0.0,115,0.050100200400801605,525311.1000000001,0.0,5766.292204408818,Friday,0,10
2012-10-20,3242557.3,2647331.71,106,47,0.7358490566037735,118,545,42,0.0,118,0.07706422018348624,595225.5899999999,0.0,5949.646422018348,Saturday,1,10
2012-10-21,2395609.91,1920246.47,114,55,0.8508771929824561,127,522,32,0.0,127,0.06130268199233716,475363.4400000002,0.0,4589.291015325671,Sunday,1,10
2012-10-22,3596158.34,2873316.18,142,69,0.7816901408450704,162,768,20,0.0,162,0.026041666666666668,722842.1599999997,0.0,4682.497838541666,Monday,0,10
2012-10-23,3999141.88,3151858.27,170,61,0.7823529411764706,198,865,67,0.0,198,0.07745664739884393,847283.6099999999,0.0,4623.285410404625,Tuesday,0,10
2012-10-24,3829179.99,3037851.31,153,64,0.8169934640522876,181,774,35,0.0,181,0.04521963824289406,791328.6800000002,0.0,4947.260968992248,Wednesday,0,10
2012-10-25,3104460.52,2528526.7,125,59,0.808,140,633,29,0.0,140,0.045813586097946286,575933.8199999998,0.0,4904.361011058452,Thursday,0,10
2012-10-26,2138927.17,1671777.12,91,37,0.7692307692307693,99,460,47,0.0,99,0.10217391304347827,467150.0499999998,0.0,4649.841673913043,Friday,0,10
2012-10-27,2816872.34,2296869.06,122,59,0.8360655737704918,146,689,39,0.0,146,0.05660377358490566,520003.2799999998,0.0,4088.348824383164,Saturday,1,10
2012-10-28,6259883.83,5044146.85,259,118,0.7992277992277992,301,1385,98,0.0,301,0.07075812274368232,1215736.9800000004,0.0,4519.771718411553,Sunday,1,10
2012-10-29,5424539.1,4294440.71,236,105,0.8516949152542372,272,1215,66,0.0,272,0.05432098765432099,1130098.3899999997,0.0,4464.641234567901,Monday,0,10
2012-10-30,6347274.89,5049887.71,250,116,0.76,302,1403,71,0.0,302,0.05060584461867427,1297387.1799999997,0.0,4524.073335709194,Tuesday,0,10
2012-10-31,4942677.89,3871571.88,214,90,0.780373831775701,244,1150,88,0.0,244,0.07652173913043478,1071106.0099999998,0.0,4297.980773913043,Wednesday,0,10
2012-11-01,5536748.35,4440955.34,201,91,0.7661691542288557,238,1067,43,0.0,238,0.04029990627928772,1095793.0099999998,0.0,5189.079990627928,Thursday,0,11
2012-11-02,1936831.08,1547786.14,67,26,0.7761194029850746,77,342,12,0.0,77,0.03508771929824561,389044.9400000002,0.0,5663.248771929825,Friday,0,11
2012-11-03,2911848.61,2151815.97,84,41,0.8928571428571429,91,433,33,0.0,91,0.07621247113163972,760032.6399999997,0.0,6724.823579676674,Saturday,1,11
2012-11-04,2658832.75,2131401.7,85,38,0.8235294117647058,96,469,63,0.0,96,0.13432835820895522,527431.0499999998,0.0,5669.1529850746265,Sunday,1,11
2012-11-05,3332448.46,2732792.99,129,59,0.7596899224806202,146,629,71,0.0,146,0.11287758346581876,599655.4699999997,0.0,5298.01027027027,Monday,0,11
2012-11-06,3439495.01,2809375.18,109,49,0.7522935779816514,116,530,63,0.0,116,0.11886792452830189,630119.8299999996,0.0,6489.613226415094,Tuesday,0,11
2012-11-07,1969815.91,1538155.1,69,37,0.8260869565217391,77,344,15,0.0,77,0.0436046511627907,431660.8099999998,0.0,5726.209040697674,Wednesday,0,11
2012-11-08,2197716.17,1723412.77,88,47,0.7613636363636364,103,440,34,0.0,103,0.07727272727272727,474303.3999999999,0.0,4994.809477272727,Thursday,0,11
2012-11-09,2920310.06,2308918.6,107,56,0.7850467289719626,124,560,43,0.0,124,0.07678571428571429,611391.46,0.0,5214.839392857143,Friday,0,11
2012-11-10,3124993.27,2475389.25,122,56,0.7786885245901639,143,616,51,0.0,143,0.08279220779220779,649604.02,0.0,5073.041022727272,Saturday,1,11
2012-11-11,3484874.3,2713727.18,141,75,0.7872340425531915,158,719,69,0.0,158,0.09596662030598054,771147.1199999996,0.0,4846.834909596661,Sunday,1,11
2012-11-12,3806978.06,3077336.49,172,76,0.7965116279069767,213,929,52,0.0,213,0.05597416576964478,729641.5699999998,0.0,4097.931173304629,Monday,0,11
2012-11-13,3848498.06,3048755.92,149,75,0.8523489932885906,167,771,48,0.0,167,0.0622568093385214,799742.1400000001,0.0,4991.566874189364,Tuesday,0,11
2012-11-14,3213518.64,2550177.92,133,59,0.8195488721804511,154,645,42,0.0,154,0.06511627906976744,663340.7200000002,0.0,4982.199441860465,Wednesday,0,11
2012-11-15,2996358.37,2282178.26,138,61,0.717391304347826,161,712,48,0.0,161,0.06741573033707865,714180.1100000003,0.0,4208.368497191012,Thursday,0,11
2012-11-16,2851503.98,2255928.16,117,53,0.811965811965812,134,571,39,0.0,134,0.06830122591943957,595575.8199999998,0.0,4993.877373029773,Friday,0,11
2012-11-17,3258479.4,2499839.57,126,55,0.7698412698412699,147,652,47,0.0,147,0.07208588957055215,758639.8300000001,0.0,4997.667791411043,Saturday,1,11
2012-11-18,3292697.97,2632996.71,131,54,0.7938931297709924,155,733,81,0.0,155,0.11050477489768076,659701.2600000002,0.0,4492.084542974079,Sunday,1,11
2012-11-19,4654711.93,3714724.53,168,70,0.7619047619047619,202,904,52,0.0,202,0.05752212389380531,939987.3999999999,0.0,5149.017621681415,Monday,0,11
2012-11-20,3532139.01,2841184.71,143,70,0.7622377622377622,163,721,45,0.0,163,0.06241331484049931,690954.2999999998,0.0,4898.944535367545,Tuesday,0,11
2012-11-21,3144567.59,2465022.82,139,79,0.7985611510791367,154,637,52,0.0,154,0.08163265306122448,679544.77,0.0,4936.5268288854,Wednesday,0,11
2012-11-22,2661394.83,2082526.75,108,47,0.7592592592592593,118,531,59,0.0,118,0.1111111111111111,578868.0800000001,0.0,5012.042994350282,Thursday,0,11
2012-11-23,3625609.77,2879673.14,142,64,0.7746478873239436,178,839,59,0.0,178,0.07032181168057211,745936.6299999999,0.0,4321.346567342074,Friday,0,11
2012-11-24,2283866.51,1759438.38,133,67,0.8421052631578947,161,675,25,0.0,161,0.037037037037037035,524428.1299999999,0.0,3383.5059407407402,Saturday,1,11
2012-11-25,2891169.43,2288045.69,124,60,0.7983870967741935,150,673,27,0.0,150,0.04011887072808321,603123.7400000002,0.0,4295.942689450223,Sunday,1,11
2012-11-26,3626699.25,2942841.67,180,91,0.8166666666666667,213,920,90,0.0,213,0.09782608695652174,683857.5800000001,0.0,3942.064402173913,Monday,0,11
2012-11-27,4703189.22,3751057.26,257,116,0.7821011673151751,312,1404,90,0.0,312,0.0641025641025641,952131.96,0.0,3349.8498717948714,Tuesday,0,11
2012-11-28,3980270.66,3143037.5,218,105,0.8119266055045872,272,1227,51,0.0,272,0.04156479217603912,837233.1600000001,0.0,3243.9043683781583,Wednesday,0,11
2012-11-29,3116036.61,2564940.27,176,74,0.8125,214,983,46,0.0,214,0.04679552390640895,551096.3399999999,0.0,3169.9253407934893,Thursday,0,11
2012-11-30,3184691.98,2466641.44,186,85,0.7903225806451613,240,1071,66,0.0,240,0.06162464985994398,718050.54,0.0,2973.568608776844,Friday,0,11
2012-12-01,3064822.76,2435991.34,180,87,0.8111111111111111,214,935,68,0.0,214,0.07272727272727272,628831.4199999999,0.0,3277.885304812834,Saturday,1,12
2012-12-02,1765509.34,1464812.23,60,31,0.8833333333333333,66,321,31,0.0,66,0.09657320872274143,300697.1100000001,0.0,5500.029096573209,Sunday,1,12
2012-12-03,2315389.05,1807129.65,83,33,0.8674698795180723,95,432,42,0.0,95,0.09722222222222222,508259.3999999999,0.0,5359.696875,Monday,0,12
2012-12-04,2382954.42,1864688.02,105,46,0.819047619047619,124,526,49,0.0,124,0.09315589353612168,518266.3999999999,0.0,4530.3315969581745,Tuesday,0,12
2012-12-05,2286277.45,1849992.69,92,40,0.782608695652174,102,439,34,0.0,102,0.0774487471526196,436284.76000000024,0.0,5207.9212984054675,Wednesday,0,12
2012-12-06,2733678.5,2184618.1,82,41,0.8292682926829268,93,447,29,0.0,93,0.06487695749440715,549060.3999999999,0.0,6115.611856823266,Thursday,0,12
2012-12-07,2065198.04,1633326.72,99,48,0.797979797979798,120,536,38,0.0,120,0.0708955223880597,431871.32000000007,0.0,3852.981417910448,Friday,0,12
2012-12-08,2087384.34,1719369.91,111,46,0.8198198198198198,139,663,40,0.0,139,0.06033182503770739,368014.43000000017,0.0,3148.392669683258,Saturday,1,12
2012-12-09,2430122.78,1883727.02,127,45,0.7952755905511811,151,653,35,0.0,151,0.05359877488514548,546395.7599999998,0.0,3721.4743950995403,Sunday,1,12
2012-12-10,2542389.69,2015472.58,149,73,0.7986577181208053,178,809,11,0.0,178,0.013597033374536464,526917.1099999999,0.0,3142.632496909765,Monday,0,12
2012-12-11,3699430.17,3001083.16,192,89,0.8229166666666666,234,990,47,0.0,234,0.047474747474747475,698347.0099999998,0.0,3736.7981515151514,Tuesday,0,12
2012-12-12,4386420.92,3545221.89,198,100,0.7929292929292929,233,1040,58,0.0,233,0.05576923076923077,841199.0299999998,0.0,4217.712423076923,Wednesday,0,12
2012-12-13,2326824.81,1839144.84,138,57,0.7536231884057971,170,771,28,0.0,170,0.03631647211413749,487679.97,0.0,3017.9310116731517,Thursday,0,12
2012-12-14,2659317.57,2101555.8,149,77,0.8187919463087249,187,832,26,0.0,187,0.03125,557761.77,0.0,3196.2951562499998,Friday,0,12
2012-12-15,3385542.75,2693057.28,196,85,0.8214285714285714,248,1125,50,0.0,248,0.044444444444444446,692485.4700000002,0.0,3009.3713333333335,Saturday,1,12
2012-12-16,3484853.43,2706611.68,204,88,0.8382352941176471,261,1193,64,0.0,261,0.053646269907795474,778241.75,0.0,2921.084182732607,Sunday,1,12
2012-12-17,4281691.85,3433745.61,254,123,0.8070866141732284,317,1418,60,0.0,317,0.04231311706629055,847946.2399999998,0.0,3019.5288081805356,Monday,0,12
2012-12-18,4394537.67,3473710.24,267,113,0.7940074906367042,330,1491,53,0.0,330,0.035546613011401745,920827.4299999997,0.0,2947.376036217304,Tuesday,0,12
2012-12-19,3785472.73,3004383.53,263,110,0.8136882129277566,331,1446,99,0.0,331,0.06846473029045644,781089.2000000002,0.0,2617.892621023513,Wednesday,0,12
