Date,Revenue,COGS,total_sessions,total_page_views,total_visitors,avg_bounce_rate,avg_session_duration,n_traffic_sources,src_direct_sessions,src_email_campaign_sessions,src_organic_search_sessions,src_paid_search_sessions,src_referral_sessions,src_social_media_sessions,active_promos_count,avg_promo_discount,max_promo_discount,has_stackable_promo,total_orders,cancelled_orders,returned_orders,cancellation_rate,mobile_ratio,total_discount_amount,avg_order_value,total_returns,total_refund,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,is_month_start,is_month_end,month_sin,month_cos,dow_sin,dow_cos,Revenue_lag_1,Revenue_lag_7,Revenue_lag_14,Revenue_lag_30,Revenue_roll_mean_7,Revenue_roll_std_7,Revenue_roll_mean_14,Revenue_roll_std_14,Revenue_roll_mean_30,Revenue_roll_std_30,COGS_lag_1,COGS_lag_7,COGS_lag_14,COGS_lag_30,COGS_roll_mean_7,COGS_roll_std_7,COGS_roll_mean_14,COGS_roll_std_14,COGS_roll_mean_30,COGS_roll_std_30,revenue_momentum_7_30,cogs_momentum_7_30,gross_margin_lag_1,gross_margin_lag_7
2012-08-13,3928170.01,3189564.96,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,153,10,6,0.06535947712418301,0.43790849673202614,0.0,23106.882411764705,15.0,152774.26,2012,8,13,0,226,33,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,3388181.83,3630003.7,6586130.95,3820831.41,3214254.978571429,750323.9548528937,5365643.672142857,2911041.5538900616,4947318.153,2094379.437030661,2654275.25,2922718.71,5195109.56,3075464.87,2549269.5057142857,627524.7376198056,4221332.317142857,2264273.445182395,3897874.8086666665,1626833.5873299139,0.649696437376347,0.6540152341594332,0.21660779049747753,0.1948441512607825
2012-08-14,4033912.16,3258198.58,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,151,14,8,0.09271523178807947,0.4503311258278146,0.0,23590.129590643275,11.0,122806.12,2012,8,14,1,227,33,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3928170.01,2240253.44,9151622.14,3948841.28,3256850.1657142853,785498.0846902754,5175789.319285714,2911994.2142526344,4950896.106333333,2092479.4570257878,3189564.96,1781265.84,7142891.18,3154482.05,2587390.3985714284,661194.0362254449,4078079.131428572,2261366.9480201397,3901678.1450000005,1624976.911014317,0.6578304403415022,0.6631480871601797,0.18802777072268312,0.20488199763683876
2012-08-15,3780293.26,2886923.59,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,162,15,12,0.09259259259259259,0.4876543209876543,0.0,21118.956759776538,13.0,151816.06,2012,8,15,2,228,33,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,4033912.16,2617553.36,9148357.3,3503801.49,3513087.125714286,684689.495179207,4810238.606428571,2687035.659308986,4953731.8023333335,2091131.8706407428,3258198.58,1997006.42,7308514.33,2708219.59,2798380.79,593238.7822585746,3800601.088571429,2088067.9417653345,3905135.3626666665,1623442.003829378,0.7091799204913622,0.7165899591478164,0.19229808415064745,0.23707136193777534
2012-08-16,5249978.18,4222455.97,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,212,25,15,0.1179245283018868,0.4858490566037736,0.0,21694.124710743803,10.0,113705.70999999999,2012,8,16,3,229,33,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,3780293.26,4478691.52,9692427.0,4476729.49,3679192.825714286,561111.8273141019,4426805.460714286,2386586.042269747,4962948.194666667,2085121.797131014,2886923.59,3621672.71,7537501.15,3463061.65,2925511.814285714,476811.69970286585,3484773.1785714286,1835824.0652734304,3911092.162666667,1619221.1580037205,0.7413321037015975,0.7480038036973891,0.23632284813797752,0.19135473076743623
2012-08-17,4089284.05,3238908.92,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,158,11,6,0.06962025316455696,0.4936708860759494,0.0,23637.48005780347,14.0,99923.97,2012,8,17,4,230,33,3,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5249978.18,3412496.65,9297269.95,5184141.46,3789376.634285714,778059.9871780905,4109487.6878571426,1872605.822176277,4988723.151,2083682.9255261596,4222455.97,2699279.56,7118808.46,4072012.16,3011337.9942857143,646781.4674663037,3247984.237142857,1445093.9770795861,3936405.3066666666,1617910.8604632404,0.759588479774855,0.7649969349410577,0.19571932963729005,0.209001550228628
2012-08-18,3450015.71,2808916.94,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,135,6,7,0.044444444444444446,0.5259259259259259,0.0,23630.244589041096,17.0,217724.80000000002,2012,8,18,5,231,33,3,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4089284.05,2732604.35,6384195.03,6421487.11,3886060.5485714287,765368.7066113293,3737488.695,1134644.6826478923,4952227.904,2089721.5354753644,3238908.92,2168668.05,5087528.11,5007270.91,3088427.902857143,635448.0940963282,2970848.555714286,923596.6247366187,3908635.198666667,1622645.8559756584,0.784709553740972,0.790155065868179,0.2079520814896681,0.20637319852030545
2012-08-19,3904300.93,3006801.4,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,158,10,7,0.06329113924050633,0.4177215189873418,0.0,21570.723370165746,15.0,202280.82,2012,8,19,6,232,33,3,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3450015.71,3388181.83,2359224.19,5171470.46,3988547.885714286,619258.1397202748,3527904.457857143,841201.9690322201,4853178.857333333,2088100.4751148843,2808916.94,2654275.25,1863413.11,4213989.64,3179892.0300000003,515812.315236113,2808090.6149999998,694175.0432565074,3835356.7330000005,1620958.5867611715,0.8218423435368434,0.8290994166565313,0.18582488425828067,0.21660779049747753
2012-08-20,3541027.32,2827038.81,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,158,17,7,0.10759493670886076,0.4240506329113924,0.0,19672.373999999996,17.0,239785.46,2012,8,20,0,233,34,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,3904300.93,3928170.01,3630003.7,3442157.02,4062279.185714286,564134.7176804284,3638267.082142857,774815.7000296476,4810939.873,2094247.293419088,3006801.4,3189564.96,2922718.71,2746075.45,3230252.9085714286,471223.21452404757,2889761.207142857,639598.1952499582,3795117.125,1626210.527786949,0.8443836948602592,0.85116026783269,0.22987457834096825,0.18802777072268312
2012-08-21,4147483.23,3364364.64,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,172,19,14,0.11046511627906977,0.436046511627907,0.0,22061.0810106383,16.0,171977.21,2012,8,21,1,234,34,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3541027.32,4033912.16,2240253.44,3117550.57,4006973.0871428573,597466.1444912966,3631911.6264285715,775253.4870596584,4814235.549666666,2092095.6792491963,2827038.81,3258198.58,1781265.84,2531656.38,3178463.458571429,495724.88634439174,2882926.9285714286,639730.1153785645,3797815.9036666667,1624475.8138716603,0.8323176225600961,0.8369187815298594,0.2016331548664809,0.19229808415064745
2012-08-22,4597682.81,3562468.33,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,185,18,8,0.0972972972972973,0.4648648648648649,0.0,22988.414050000003,12.0,136318.88,2012,8,22,2,235,34,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,4147483.23,3780293.26,2617553.36,4730517.69,4023197.5257142857,599856.8610691493,3768142.3257142855,672681.8840193328,4848566.638333334,2071643.7387515355,3364364.64,2886923.59,1997006.42,3685006.66,3193630.0385714285,500175.0295766465,2996005.4142857147,565646.0409711676,3825572.8456666665,1609137.0041914894,0.8297704921504876,0.83481093352828,0.1888177833572578,0.23632284813797752
2012-08-23,5478869.55,4195738.04,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,231,21,11,0.09090909090909091,0.4025974025974026,0.0,21318.558560311285,14.0,134683.32,2012,8,23,3,236,34,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,4597682.81,5249978.18,4478691.52,4096496.12,4139967.461428571,623772.6424724009,3909580.1435714285,618106.8603594387,4844138.809,2072046.6693576118,3562468.33,4222455.97,3621672.71,3248450.65,3290136.4299999997,496291.04629486165,3107824.1221428574,504384.932671811,3821488.2346666665,1609661.5585774027,0.8546343580693562,0.8609568387921481,0.2251600475240265,0.19571932963729005
2012-08-24,4637850.57,3632210.67,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,196,22,7,0.11224489795918367,0.4642857142857143,0.0,21372.5832718894,16.0,124958.08,2012,8,24,4,237,34,3,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5478869.55,4089284.05,3412496.65,5246688.08,4172666.2285714285,693734.3870688606,3981021.431428571,735582.2736237405,4890217.923333333,2070217.0432582092,4195738.04,3238908.92,2699279.56,4140019.37,3286319.5828571427,487958.56875160494,3148828.7885714285,568617.1517233824,3853064.481,1607322.4546674693,0.853267951242386,0.8529106115567088,0.23419639732068448,0.2079520814896681
2012-08-25,3589566.28,2784342.75,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,141,16,5,0.11347517730496454,0.46808510638297873,0.0,22863.479490445858,16.0,152437.18,2012,8,25,5,238,34,3,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,4637850.57,3450015.71,2732604.35,5851965.06,4251032.874285714,713449.2465590789,4068546.7114285715,735632.1876576695,4869923.339666667,2069586.180394813,3632210.67,2808916.94,2168668.05,4579171.74,3342505.5471428568,503970.27426261175,3215466.725,566543.2279267774,3836137.5243333336,1606870.1250731118,0.8729157684393211,0.8713205733477287,0.2168331827042889,0.18582488425828067
2012-08-26,4280204.53,3476942.48,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,164,12,11,0.07317073170731707,0.4451219512195122,0.0,23647.53883977901,14.0,161977.41999999998,2012,8,26,6,239,34,3,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3589566.28,3904300.93,3388181.83,5156699.45,4270968.67,688862.1621575912,4129758.277857143,646126.6594253028,4794510.047,2073783.108923139,2784342.75,3006801.4,2654275.25,3989402.2,3338994.9485714287,508373.0356682595,3259443.4892857145,498893.4689047405,3776309.8913333337,1611656.979828566,0.8908039879220634,0.8841951652946844,0.2243233491707527,0.22987457834096825
2012-08-27,3038895.84,2365260.68,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,137,12,11,0.08759124087591241,0.44525547445255476,0.0,19862.06431372549,10.0,81683.89,2012,8,27,0,240,35,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,4280204.53,3541027.32,3928170.01,4326956.84,4324669.184285714,669905.5062253146,4193474.185,610365.4637564542,4765293.549666666,2074678.5043211158,3476942.48,2827038.81,3189564.96,3403662.59,3406157.9600000004,487811.39411201497,3318205.4342857143,469727.14663404244,3759227.900666667,1612036.2693904205,0.9075346857882923,0.9060791338019031,0.1876690808511434,0.2016331548664809
2012-08-28,9508676.62,7439851.59,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,391,34,22,0.08695652173913043,0.43478260869565216,0.0,21224.72459821429,11.0,172200.33,2012,8,28,1,241,35,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3038895.84,4147483.23,4033912.16,4804199.65,4252936.115714285,784829.0061274213,4129954.601428571,682150.2494103304,4722358.182999999,2097267.8664202364,2365260.68,3364364.64,3258198.58,3819645.91,3340189.6557142856,597966.7179667267,3259326.557142857,534313.9326686731,3724614.503666667,1630971.1765742374,0.9005958360008384,0.8967880172367,0.22167102640806527,0.1888177833572578
2012-08-29,9260558.32,7336294.54,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,382,40,25,0.10471204188481675,0.4738219895287958,0.0,20998.998458049886,12.0,159355.52,2012,8,29,2,242,35,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,9508676.62,4597682.81,3780293.26,6586130.95,5018820.885714286,2129216.247981561,4521009.205714285,1589140.3353110868,4879174.082,2272184.5175446435,7439851.59,3562468.33,2886923.59,5195109.56,3922402.077142857,1662289.0640459924,3558016.057857143,1238459.3515476496,3845288.0263333335,1766537.9648160452,1.0286209922760214,1.0200541676673973,0.21757234078699791,0.2251600475240265
2012-08-30,10086534.1,7950911.72,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,403,45,17,0.11166253101736973,0.45905707196029777,0.0,22217.035462555068,14.0,175510.40999999997,2012,8,30,3,243,35,3,0,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,9260558.32,5478869.55,5249978.18,9151622.14,5684945.9585714275,2642924.2604166674,4912456.71,2011490.084546856,4968321.660999999,2390832.0535332146,7336294.54,4195738.04,4222455.97,7142891.18,4461520.107142857,2084458.4144090582,3875828.2685714285,1577488.7326421323,3916660.8589999997,1863546.1276026578,1.1442387080524068,1.1391132058040816,0.20779133541486083,0.23419639732068448
2012-08-31,9104678.52,7277460.12,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,393,41,19,0.10432569974554708,0.48346055979643765,0.0,20187.75725055432,12.0,115475.02,2012,8,31,4,244,35,3,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,10086534.1,4637850.57,4089284.05,9148357.3,6343183.7514285715,3114719.452716161,5257924.99,2442972.3403325104,4999485.393000001,2452537.1779334075,7950911.72,3632210.67,3238908.92,7308514.33,4997973.49,2454945.3281493965,4142146.536428571,1918399.1246019285,3943594.877,1916859.6409227266,1.268767333595962,1.2673648399203965,0.2117300510588667,0.2168331827042889
2012-09-01,8560208.92,6738335.17,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,341,28,20,0.08211143695014662,0.4281524926686217,0.0,21949.253641025647,8.0,232778.57,2012,9,1,5,245,35,3,1,1,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,9104678.52,3589566.28,3450015.71,9692427.0,6981302.03,3164284.8362573204,5616167.452142857,2619755.4779253593,4998029.433666666,2450000.9048553435,7277460.12,2784342.75,2808916.94,7537501.15,5518723.411428572,2503098.987135568,4430614.479285714,2069795.1986268428,3942559.7366666663,1914987.3322241863,1.3968109077097532,1.3997818118272856,0.2006900513825061,0.2243233491707527
2012-09-02,2587099.44,1946097.28,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,106,8,5,0.07547169811320754,0.3584905660377358,0.0,22693.854736842102,7.0,144746.47,2012,9,2,6,246,35,3,1,0,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,8560208.92,4280204.53,3904300.93,9297269.95,7691393.835714285,2814712.9549171757,5981181.252857142,2650550.3010923043,4960288.831,2382997.6208573105,6738335.17,3476942.48,3006801.4,7118808.46,6083579.471428571,2212472.4441528725,4711287.21,2099184.264057321,3915920.870666667,1868242.6338367425,1.550593946797185,1.553550153936811,0.2128305240008091,0.1876690808511434
2012-09-03,3865505.01,3063431.08,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,147,12,13,0.08163265306122448,0.4421768707482993,0.0,23286.174759036145,11.0,225389.39,2012,9,3,0,247,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,2587099.44,3038895.84,3541027.32,6384195.03,7449521.68,3202700.6294741086,5887095.4321428565,2751403.127017898,4736616.480666667,2274319.8696815423,1946097.28,2365260.68,2827038.81,5087528.11,5864887.3,2561237.4780956465,4635522.63,2182907.537743435,3743497.1646666666,1799898.4996707207,1.5727517121993162,1.5666867215384224,0.24776865940645865,0.22167102640806527
2012-09-04,3645749.44,2876968.79,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,147,11,6,0.07482993197278912,0.46258503401360546,0.0,21830.83497005988,14.0,171376.43,2012,9,4,1,248,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3865505.01,9508676.62,4147483.23,2359224.19,7567608.704285714,3023179.6535389884,5910272.409999999,2731414.412570615,4652660.1466666665,2257831.240118237,3063431.08,7439851.59,3364364.64,1863413.11,5964625.928571428,2411457.3888753587,4652407.792142857,2168710.636635966,3676027.2636666666,1785660.3988021966,1.6265122458401398,1.622573909482377,0.20749525040713884,0.21757234078699791
2012-09-05,2398185.51,1966376.48,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,87,8,5,0.09195402298850575,0.42528735632183906,0.0,24723.561958762883,10.0,196717.07,2012,9,5,2,249,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,3645749.44,9260558.32,4597682.81,3630003.7,6730047.678571428,3202612.668804228,5874434.282142856,2759470.1052138545,4695544.321666667,2224744.1113349567,2876968.79,7336294.54,3562468.33,2922718.71,5312785.528571429,2558444.3494012137,4617593.802857143,2194733.837474145,3709812.453,1759580.57246978,1.433283814938546,1.4320900573491682,0.21087040199888227,0.20779133541486083
2012-09-06,2858227.37,2147909.96,0.0,0.0,0.0,0.00445,209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119,9,12,0.07563025210084033,0.4957983193277311,0.0,20862.973503649635,7.0,82635.49,2012,9,6,3,250,36,3,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,2398185.51,10086534.1,5478869.55,2240253.44,5749708.705714285,3346004.126006396,5717327.332142858,2896940.4721887326,4654483.715333332,2256232.792143869,1966376.48,7950911.72,4195738.04,1781265.84,4545654.377142857,2653873.2169692786,4503587.242142857,2293013.3786845948,3677934.378666667,1782841.1655166666,1.2353053651843142,1.2359259054509717,0.18005655867714748,0.2117300510588667
